text,regex
X686--WMB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X255--ZGT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M171--JKR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z226--GGG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E977--WRD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O664--RNS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P754--UJL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y091--FPS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L848--FAB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y241--XDU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A083--KMZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G437--JNQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q244--NVO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G162--WEQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J739--YAU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V051--WLC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M081--GGF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A209--DCU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E758--ZMD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J668--LDG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N021--NIP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R138--SOT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I270--CUV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J846--FKB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H292--UVO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L843--YIV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N717--OBP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R129--RNH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D906--GAM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z198--GFL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L012--ADX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O890--LVZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E206--LRC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T712--EHP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K089--TMS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D939--OAP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D973--DKA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D265--WVV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F730--WAD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K901--ASQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q339--LVL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z529--YNR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W382--DQG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K296--KMU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K262--CDX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U737--HGS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V292--YSF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I447--XNQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S715--HCU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S819--ZFN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S070--BUT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M708--BYL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z063--KDD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D355--VBJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P629--RNW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V008--QJL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R827--SDX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K938--VCO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W716--IHW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F804--WMP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J784--RRE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F405--LRT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A844--YSG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F972--VKI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G449--DOX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D707--KAG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K797--RXF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T545--NVI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D956--FDC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I470--NSW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G051--ZKA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I011--HVB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q148--PAY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q342--VHA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S116--IUE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A936--JKI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K991--CYL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X343--HBZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A866--RKR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H844--VRB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H271--ZSZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N075--OFX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X540--VUS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M899--MEK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N716--THV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E645--HJX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A014--MHO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G540--ULH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q058--UJK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q633--YCF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X385--NNP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I657--BMH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L127--TIY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C300--CZI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V871--HIO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G668--PHJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H497--VTT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L027--PAP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F461--EYT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M385--PEY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F506--YMI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F489--QUH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q080--NND,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C399--TMI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q921--BTU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W530--BAK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K276--LGR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J658--RQZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P669--GZV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K856--KHK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z426--VBM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X338--BDP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K652--THO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U921--QZA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W762--IHA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D192--LFS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T613--GKT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H566--GVR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F408--QPW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G573--KTM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B319--AYC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O917--WHZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E346--KCB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A602--TBA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V832--ZLC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M920--JBN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I448--NQN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K072--SEY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W236--VDA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S835--TYW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B460--KUM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T994--TDP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V711--BEU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T419--ASE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O653--TFB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q546--ZRR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D989--WPO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B436--JXB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z648--HNX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E994--SOE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V678--BQE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M246--VPV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S857--IOF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P746--LXG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G909--JDC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T980--UBG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M961--ZVW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O012--VHJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J317--UCC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D074--IYT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X378--VVA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P855--NGQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I942--GKH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X441--RTI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I063--JQE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F539--OSA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P761--YML,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W735--AFG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y566--ZPV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R223--UFM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W911--YMC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J264--ESE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T266--RQR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H792--XGW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L808--WAS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M120--TAE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L546--BGG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N827--JWK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A578--EQR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T399--DIO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W840--HLB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T481--VBB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T282--FQN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W021--JAD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S187--LNN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F753--YEX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C927--NPC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A600--OQG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K588--KFL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M431--OBZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I899--EWI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M520--TYZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P105--TYQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D647--UPK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G782--QAQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T119--DKT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A564--YRP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E168--PZF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q163--BPN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J838--LLZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F250--QMJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T254--NXX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K655--OSH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K845--TKJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V171--GUZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F064--VTO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T750--IIY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D092--BHZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B770--SGJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B944--VGT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X147--PUI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U933--SBK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T607--XAL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T971--IEI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G013--FZH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D449--RBM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q488--SDX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E829--RHI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T086--DLM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V440--RMN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S718--RJZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K831--VJP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T124--AJT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q402--GLO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z851--XTA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F337--WQT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F172--GDO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O712--BKO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T548--ZJS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z400--QFW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R631--JRY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H378--AOB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N601--YSF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A284--CFZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X444--CTY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C769--NXG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N735--XYX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V721--SXK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z003--QBB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G852--JHB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M507--MVJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X329--VRO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I066--TQP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W567--NKZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H656--KKI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E814--MJK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N045--YRL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K768--VNO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X334--CPY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H051--MNI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L910--BZM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y387--XHJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B212--AAD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P950--UCW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T782--XTU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X313--IXU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P731--REY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S554--CDT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J642--RAU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D417--NWP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q980--SDO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L972--THI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B419--WYX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A782--MIH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X277--YFW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C664--LEH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U218--KQV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P095--DLS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A629--AOL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y129--QRY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T048--KNR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X793--EZW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B582--YBS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P617--PHM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L756--ZZY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W045--MSA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U299--OAG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R443--UVQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E615--LFE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W255--RZS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U054--IBH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I673--FKL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V833--KAO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K693--FSM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y064--OEH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U492--KGR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P075--LFS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S440--DZP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D516--YOM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L673--IVE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O385--USY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M223--NRY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N389--GHS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A130--GWJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U687--TWY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C640--SEK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R129--IET,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U259--RDU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V774--RQJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C940--UVL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W285--FYW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V313--WZW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z824--JKF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q034--AKR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z516--JKU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J809--EDP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K351--LJF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D638--PEF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I457--OAK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z879--DDG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X901--UQJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M684--YTG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E268--BZV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J805--QFZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q102--JNT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M496--FXN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N824--JZX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q768--BVS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V337--HDQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
